_id,Series Name,Series Code,Country Name,Country Code,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
1209,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Seychelles,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Serbia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,San Marino,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Samoa,WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Saint Pierre et Miquelon,SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Romania,ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Reunion,REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Puerto Rico,PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Philippines,PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Northern Mariana Islands,MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Niger,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,New Caledonia,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Netherlands Antilles,ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Nepal,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Montserrat,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mongolia,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Monaco,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Martinique,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Maldives,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Macao SAR, China",MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Lao PDR,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Kosovo,KSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Korea, Rep.",KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Korea, Dem. Rep.",PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Isle of Man,IMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Iran, Islamic Rep.",IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Indonesia,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Hong Kong SAR, China",HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Haiti,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Georgia,GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Gambia, The",GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,French Polynesia,PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,French Guyana,GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Fiji,FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Falkland Islands,FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Faeroe Islands,FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Egypt, Arab Rep.",EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Dominican Republic,DOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Czech Republic,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Curacao,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Cuba,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Cook Islands,COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,"Congo, Dem. Rep.",ZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Chile,CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Access to Clean Fuels and Technologies for cooking (% of urban population with access),2.3_ACCESS.CFT.URBAN,Channel Islands,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
